,tweet,likes,country,candidate,retweet_count
211,"Joe Biden lidera las votaciones con 223 Colegios Electorales, frente a los 145 obtenidos de Donald Trump.

Biden ha ganado en importantes estados como Nueva York, Illinois, Virginia y Colorado.

#DiarioLibre #DiarioLibreUSA #Elecciones2020 #EstadosUnidos #JoeBiden #DonaldTrump https://t.co/OKemQsKApV",151.0,Dominican Republic,Trump,
212,Finalmente @JoeBiden es el nuevo presidente de #USA. Ha sido una elección cismática. De cualquier lado puede salir el 2024 otro #Trump . Los demócratas deberían entenderlo y gobernar con fines incluso pedagógicos. En lo bilateral dudo que algo cambie. Se fue un monstruo moral.,534.0,Ecuador,Trump,
213,Ella es la Dra. Gretchen Goldman  científica 🇺🇸 entrevistada por #CNN para hablar sobre #Trump al mando de la Administración Nacional Oceánica y Atmosférica. Después de su entrevista @Gretchen compartió la segunda foto con el siguiente texto: https://t.co/DLNzVwrkd5,428.0,Ecuador,Trump,
214,"#ATENCION | Hace 11 días en entrevista con #JimmyFallon, #BernieSanders predijo de manera cronológica el repunte de #Biden en estados como Michigan y Wisconsin, la celebración anticipada de #Trump y sus señalamientos de un supuesto fraude
#Elecciones2020
https://t.co/jpg9PhjPae",358.0,Ecuador,Trump,
215,"Les compartimos la #ColumnaDeBonil de este 8 de noviembre.

#Bonil #caricatura #opinión #Trump #Biden #EstadosUnidos https://t.co/W1YYcXtYOG",274.0,Ecuador,Trump,
216,"#Trump aunque enojado y perdido.. recomienda que votemos por la #Lista1 la del #BinomioArauzRabascall que tal 😂😂
.@MashiRafael @ecuarauz @rabascallcarlos https://t.co/Hiqp2DKt3n",185.0,Ecuador,Trump,
217,. @JakeTapper can barely stomach having to summarize Trump's raging lies. #PressConference #Trump #Election2020 #JoeBiden @AndersonCooper https://t.co/GvV7SD8DdL,462.0,Egypt,Trump,
218,"#Trump surrounds himself with young, conventionally attractive white women - Footsoldiers of the Patriarchy - and claims he’s a booster of women. When Black and women of colour and in this case an older woman -Lesley Stahl- do their job, he can’t handle it https://t.co/DWAHTIl1ek",373.0,Egypt,Trump,
219,#Trump has enabled and encouraged so much authoritarian patriarchal fuckery around the world #Election2020 https://t.co/sFrbYv24fz,256.0,Egypt,Trump,
220,"في عام 2016 #ترمب #Trump = الورقة الرابحة.
في عام 2020 #ترامب #Tramp = المتشرد.
#الانتخابات_الاميركية #Election2020",181.0,Egypt,Trump,
221,Let's make sure every single Trump lackey is unemployable. #Trump #SeanSpicer #ReincePriebus #JohnKelly #WingnutWelfare #Electiion2020 https://t.co/aEKtj4NmqQ,169.0,Egypt,Trump,
222,"#EleccionesEEUU #Election2020 #DonaldTrump brinda declaraciones desde la Casa Blanca: ""Ganamos estados que no esperábamos ganar"". https://t.co/HQ9tmgZUxB",189.0,El Salvador,Trump,
223,"#Elecciones2020 #Actualización1⃣ | Reñida lucha por la Casa Blanca: 

🔴 #Trump gana:
Tennessee, South Carolina, Alabama, Mississippi y Oklahoma

🔵 #Biden gana:
Illinois, MaryLand, Delaware, New Jersey, Connecticut, Rhode Island y Massachusetts
#ElectionNight #N4V https://t.co/DezhIQ2PC8",147.0,El Salvador,Trump,
224,"#Elecciones2020 | #Biden lidera momentáneamente en el conteo de votos electorales (131 frente a 98 de #Trump), mientras se esperan los resultados de los estados clave: Florida, Carolina del Norte, Arizona, Ohio, Georgia, Pensilvania, Wisconsin y Michigan. #N4V https://t.co/w1FsF4kCkR",134.0,El Salvador,Trump,
225,"#DonaldTrump: ""Estamos listos para ganar esta elección. Gracias por todo el apoyo"". 

#EleccionesEEUU #Election2020 https://t.co/0bttzjiDgn",85.0,El Salvador,Trump,
226,"#Elecciones2020 | Reñida lucha por la Casa Blanca: #Trump se proyecta como ganador en Nebraska, Luisiana, Wyoming, Dakota del Sur y Dakota del Norte. Mientras que #Biden gana en el estado de Nueva York (29 votos electorales). #N4V https://t.co/S76KihD97Y",83.0,El Salvador,Trump,
227,"Heute Nacht wird das Bett im Schlaf gedrained, denn es wird Trump Dampfwelle getragen #Trump #draingang",11.0,Estonia,Trump,
228,"How we holding up #USA?

A friendly #Estonia lad is rooting for ya. 

#Election2020 #Trump #Vote2020 #ElectionDay",9.0,Estonia,Trump,
229,Olukorrast toimetuses. #trump #biden https://t.co/g0Tjb8hreP,7.0,Estonia,Trump,
230,drain the Swamp #Trump #Draingang #Maga #Trumpdrainer,6.0,Estonia,Trump,
231,"Républicains ou Démocrates, la gangrène des USA c’est le communautarisme.

Il est à l’origine du clivage des populations, et débarque en France avec les memes conséquences. 

Quelque soit le président, il suffira à bouleverser le futur ... 

#Elections2020  #Trump #Biden",4.0,Estonia,Trump,
232,#Trump #Biden Donnez lui la carte ! 🤣😂 https://t.co/bXAXLYuOJ9,222.0,Ethiopia,Trump,
233,"Rev. Jesse L. Jackson's statement on #GERD and #Trump‼️
@RevJJackson https://t.co/6Ga6RxtNYb",133.0,Ethiopia,Trump,
234,"#Ethiopia: #Trump and #Africa: How Ethiopia was 'betrayed' over Nile dam https://t.co/W1eiMy1ikT Mr Trump said last week that Egypt might ""blow up"" the Ethiopian-built dam, despite boasting in January that he deserved a Nobel Peace Prize because he had ""made a deal"".#GERD https://t.co/Q2CjTWfIFu",34.0,Ethiopia,Trump,
235,"Dans les pays arabes, on suit de près les #Elections2020 pour savoir qui sera le nouveau patron US de leurs dictateurs!

Dans les dictatures sionistes arabes, on soutient tellement #Trump que les médias officiels se comportent comme des médias du parti républicain!!",32.0,Ethiopia,Trump,
236,"I'm an #African, it concerns me of #DonaldTrump's reckless speech #Egypt to blow #African biggest hydropower dam (#GERD) that's built in #Ethiopia‼️

#African_Solutions_to_African_Problems

#ItsAfricanDam

#RiseLikeTheGERD

#WeRiseLikeTheGERD 
👇👇👇👇👇👇
https://t.co/4NumdEgfv1",31.0,Ethiopia,Trump,
237,It’s over... Trump is now living on a prayer!! #TrumpIsPathetic #Trump #BidenHarrisLandslide2020 https://t.co/oDRvPH7Vbu,1.0,Falkland Islands,Trump,
238,It’s just going to get worse from here... I wonder how all his “religious” followers feel about that language...#Trump #VoteBidenHarris https://t.co/Zrq1jYIw3m,0.0,Falkland Islands,Trump,
239,Here is Trumps excuse so he can claim fraud on the election. can the FBI every just stay out of an election? This is twice now...#FBI #Trump #VoteHimOut #BidenHarris2020 https://t.co/kyfDgzD6aw,0.0,Falkland Islands,Trump,
240,"I am truly a nice guy and hope the people in the hospital recover but, I don’t feel sorry for them one bit... this whole rally is kinda like a metaphor for Trump.. you know abandoning people...#TrumpRallyOmaha #Trump #BidenHarris2020 https://t.co/ldNdPtAZKt",0.0,Falkland Islands,Trump,
241,"Thanks, Twitter! 🙌🏻🤣🤣🤣
I needed a good laugh! 😂
#DonaldTrump #DumpTrump #Loser https://t.co/cQGhTiBaTx",4.0,Faroe Islands,Trump,
242,"Listen to me. Joe Biden is not as good as you think he is. Also if you are a christian, it’s way better to vote for Donald Trump, even tho he is a douchebag
#PresidentialElection #Election2020 #JoeBiden #DonaldTrump #Biden2020 #Trump2020 

https://t.co/0Ubc0HZP7K",2.0,Faroe Islands,Trump,
243,"A exciting day today , the US election day. Hopefully they avoid violence after the result is clear. 
#USElections2020 #joebiden #DonaldTrump",0.0,Faroe Islands,Trump,
244,Trump's election results speech: all the false claims https://t.co/xxtsUOgFCz #trump @realDonaldTrump #USElectionResults #RepublicansForBiden,0.0,Faroe Islands,Trump,
245,"Good good. Whatever the hell those last four years were, don't ever let them happen again, ok? #USA #Biden #Trump https://t.co/lgZwVKRRXT",0.0,Faroe Islands,Trump,
246,"#Trump vs. #Biden 
#Election2020 

Watching this video clip is not recommended for those who truly love children, as they should be loved https://t.co/sczVPP13cM",0.0,Federated States of Micronesia,Trump,
247,Proof that #Trump supporters are just so damn stupid! https://t.co/xCdUkMp5R6,0.0,Federated States of Micronesia,Trump,
248,"Amerikan Doları bizi ilgilendirmiyor, dolarlarla maaş almıyoruz diye bu yüzden haber değeri taşımıyor televizyon kanallarında o halde Amerika seçimleri bizi neden ilgilendiriyor tüm televizyonlarda ? 

Amerika’da yaşamıyoruz sonuçta...
#Trump #Biden",5.0,Fiji,Trump,
249,"When it comes to lies, #DonaldTrump has a bottomless pit. They spring forth unabated. He lives to lie, as well as the other way around. So, what’s next — “LIES — The New Truth”?  The stimulus package will go the way of his “beautiful” health care package, four years overdue. https://t.co/CmIN2k8RCn",4.0,Fiji,Trump,
250,an afternoon at the US Embassy in Suva yesterday &amp; it was great to catch up with Ambassador @USAmbSuva &amp; the US Embassy staff and to discuss/learn more about the #USElection2020 &amp; the voting arrangements from Suva end #Trump #Biden 🇺🇸 🇫🇯 #InternationalAffairs https://t.co/X1qdSVuI2y,4.0,Fiji,Trump,
251,"#DonaldTrump rates himself with #AbrahamLincoln, the greatest president ever. It sounds preposterous. But they are comparable: Both rank among the most hated figures of their time, but Lincoln was hated by racist trash — by the same kind of mindless mobs who now love Trump.",3.0,Fiji,Trump,
252,I did a terrible thing. I tweeted that #DonaldTrump doesn’t “like” being compared to Hitler. When I meant to say he doesn’t “MIND” being compared to Hitler.  I am very sorry. I’d blame the iPad but I fear creeping senility is to blame.    :-( https://t.co/gktxF9oJjE,2.0,Fiji,Trump,
253,"Hitto. Se äänesti Bidenia.

#Trump https://t.co/rgk8F2XlCV",2420.0,Finland,Trump,
254,"Yhdysvallat yritti viedä menneinä vuosikymmeninä demokratiaa eri puolille maailmaa. Nyt ei enää kannata. Sitä ei riitä edes Yhdysvaltojen omiin tarpeisiin.

#Trump https://t.co/7aMpVvURc0",1016.0,Finland,Trump,
255,"Olisiko sittenkin niin, että äänestäjien tapattaminen kulkutautiin ei olekaan parasta vaalitaktiikkaa?

#Trump https://t.co/PPiQayfZ8r",658.0,Finland,Trump,
256,"En mitenkään voi sanoa olevani mikään #trump’in tai hänen politiikkansa fani, mutta kyllähän nämä uutiset ihan oikeasti ovat aika poikkeuksellisia. Nobelin #rauhanpalkinto on myönnetty paljon vähemmästäkin. #NobelPeacePrize https://t.co/PBG48TV5N2",475.0,Finland,Trump,
257,"Ongelma on siis se, että journalistit tuovat avoimesti esiin valehtelevan narsistipresidentin olemuksen. Ongelma ei ole se, että presidentti on valehteleva, vaarallinen narsisti. #journalismi #usavaalit #Trump https://t.co/2T8y84UuUg",365.0,Finland,Trump,
258,🇺🇸 ALERTE INFO - Melania #Trump demande à son mari Donald d'accepter sa défaite face à #JoeBiden. (CNN) #Election2020results #Election2020,20266.0,France,Trump,
259,"🇺🇸 FLASH - Le profil de Donald #Trump apparaît désormais en première page des suggestions de personnes pour le mot-clé ""loser"" sur le réseau social #Twitter. #Election2020 #Election2020results https://t.co/Mu5oOByTuG",16261.0,France,Trump,
260,🇺🇸 FLASH - Le discours en #direct de #Trump depuis la Maison Blanche a été interrompu par certaines chaînes d'information. Elles estiment que le #président propage des #fakeNews et ne le cautionnent pas. Son allocution a été retirée du site USA Today pour le même motif. (BFMTV),10435.0,France,Trump,
261,🇺🇸 ALERTE - Joe #Biden dépasse désormais Donald #Trump dans le décompte des votes en Pennsylvanie. (AFP) #ElectionDay #ElectionResults2020,10423.0,France,Trump,
262,"🇺🇸 ALERTE - Face au risque que #Trump ne concède pas son éventuelle défaite, l'équipe de Joe #Biden explique que le gouvernement ""est parfaitement capable d'escorter les intrus hors de la Maison Blanche"". (CNN) #ElectionDay #Elections2020 #ElectionResults2020",9627.0,France,Trump,
263,"I'm flipping back and forth, and flipping off the NBC host for debating instead of moderating, and flipping off Biden for lie after lie.

#TownHall
#Trump
#Biden
#debates https://t.co/mbOrPSfnML",0.0,Gabon,Trump,
264,"Tonight 10pm eastern on @OUTDChannel 
Be sure to tune in! So cool &amp; be part of the conversation with @keithmarkmra @TedNugent @ShemaneNugent @foxoutdoors &amp;
@DonaldJTrumpJr 
Great American Tales!
#bonecollector #trump #nugent #jefffoxworthy https://t.co/Z95YXcXyZW",1394.0,Georgia,Trump,
265,.@realDonaldTrump @trump_venezuela @TeamTrump @TrumpWarRoom @VP @aser_ne (1) Biden/Democratic Party brought dishonest/deceitful mentality of third world country to USA elections but #Trump prevented the stealing of elections by a simple WATERMARK in valid ballots. #TrumpGenius ! https://t.co/NhxOWfVGIp https://t.co/G4h0KEdloN,136.0,Georgia,Trump,
266,"(2) #Trump implemented A sophisticated Sting Operation. Dr. Steve Pieczenik declared: every voting ballot has watermark with QFS lack chain encrypted code. Trump Administration knows where every ballot is, where it went, and who has each ballot. https://t.co/5eGRG3CY9z",112.0,Georgia,Trump,
267,"Wow I just received these awesome Trump cake toppers from JustTheTop. ❤️ the Trump Rushmore. Follow &amp; RT this post &amp; I’ll send 3 random people 5 of the small Trump 2020 Toppers. https://t.co/TvOXV2N18G not affiliated, not paid, USA only, no purchase necessary #Trump #Giveaway https://t.co/vx7KeuMSBu",98.0,Georgia,Trump,
268,"Joe Biden just said THIS in a pop up talk in Pennsylvania!!! 
""I'm going to work like the DEVIL for the SOUL of America!"" 
REALLY?? We are one nation under GOD! The DEVIL is a LIAR! #Trump2020LandslideVictory #Trump #PrayForTrump",98.0,Georgia,Trump,
269,"Donald #Trump beansprucht den Wahlsieg für sich.
Warum sollte er auch ausgerechnet beim Wahlergebnis anfangen, sich an Fakten zu halten? #Elections2020 #USWahlen2020",6539.0,Germany,Trump,
270,"Wir lachen gerade Tränen über den trauernden @HuberMdB und @faznet🤣.
#AfD #noafd #BidenHarris2020 #Trump #Election2020 https://t.co/YsX3EyS9IN",5115.0,Germany,Trump,
271,"2016 konnten einige TV-Sender nicht genug von #Trump bekommen. 2020 brechen sie Live-Übertragungen seiner Pressekonferenzen ab:

“We’re interrupting this, because what the President of the United States is saying, in large part, is absolutely untrue.” https://t.co/XWjpeYxFG6",4872.0,Germany,Trump,
272,"Vielen Dank für die hervorragende Zusammenarbeit über all die Jahre, Donald. Du wirst der Satirebranche bitter fehlen. 
#bidenharis2020 #Trump",4391.0,Germany,Trump,
273,"Donald #Trump beteuert im TV-Duell, er sei „die am wenigsten rassistische Person im ganzen Raum“.
Aber an ihm wurden kürzlich auch sehr viele Medikamente getestet. #Debates2020",4282.0,Germany,Trump,
274,Georgia flipped! #Biden #Trump,45.0,Ghana,Trump,
275,"Donald Trump prophesy 🤣 🤣 🤣

#DonaldTrump
#USAelection2020 https://t.co/yRJutVwmsY",41.0,Ghana,Trump,
276,Follow for quick follow back #DonaldTrump https://t.co/UqWJ1VMZRy,18.0,Ghana,Trump,
277,What’s good #money #Trump https://t.co/WmEHEGVs2K,12.0,Ghana,Trump,
278,Let’s like some new pics and follow each other whilst #Trump de trends #IconsStreamingParty https://t.co/srZkPVBfRY,12.0,Ghana,Trump,
279,What if #Trump does win the election? .... would he still call it a fraudulent win? #USElection2020 @POTUS @JoeBiden,10.0,Gibraltar,Trump,
280,"I’m not American and I’ve wondered why I’m so emotionally invested in a foreign election The answer is because I stand against despotism, narcissism, autocracy, racism, fascism &amp; the lack of common decency that #Trump displayed throughout #democracy is beautiful #USElection2020 https://t.co/qda4vtrYaF",10.0,Gibraltar,Trump,
281,@RussInCheshire @BorisJohnson In highlighting the importance of @BorisJohnson’s congratulatory tweet @CNN pretty much likened him to #Trump and that his tweet would really hurt,9.0,Gibraltar,Trump,
282,"Trump may have been a bit of a fruit loop but at least he didn't take the US (a Superpower) to war, or invade any other countries in the name of so called 'democracy'. Let us hope Biden follows this trend as nothing good can ever come from war #RemembranceDay #Peace #Biden #Trump",7.0,Gibraltar,Trump,
283,"Best quote from the #TownHalls 

“You’re the president, you’re not ... like ... someone’s crazy uncle.”

I can’t think of a better way to encapsulate the man. 

Props to you @SavannahGuthrie

#Trump #Biden #2020Election https://t.co/5VLy3OCOCV",3.0,Gibraltar,Trump,
284,"Der (linke) Mainstream tobt.
Trump will das Auszählungsverfahren in diversen Bundesstaaten auf Rechtmäßigkeit hin überprüfen lassen.
#Trump #Trump2020 #Biden #Biden2020",292.0,Greece,Trump,
285,"Die #ARD @tagesschau:
""Ein Blitzumfrage von #CNN 🤔 sieht #Biden vor #Trump.""
Wer sagt denn der #tagesschau endlich, dass sie in den USA null Zuschauer hat?",204.0,Greece,Trump,
286,"Peter Kleim, der US-Tausendsassa vom Qualitätssender RTL hat in die Glaskugel geschaut und ist sich absolut sicher, dass es bei den Briefwahlen keine Unregelmäßigkeiten gibt, ganz und gar nicht, nein.
#Trump #Trump2020 https://t.co/chR7DonFGh",136.0,Greece,Trump,
287,Στις 06/03/2017 η εισαγγελία έστειλε στην βουλή το έγγραφο με αρ.πρωτ.157.137 για να αρθεί η ασυλία Σαμαρά και να καθίσει στο σκαμνί για τις εντολές προς δικαστικούς να φυλακίσουν αθώους βουλευτές.Η βουλή των μασόνων τρέμοντας το σκάνδαλο ΑΡΝΗΘΗΚΕ #COVID19 #Trump #lockdown,126.0,Greece,Trump,
288,"Peter Kleim von ntv (Bertelsmann RTL-Group) - gestern in die laufende Kamera:
Gute Nachricht aus Arizona - Biden liegt vorne.
So geht ""neutraler Journalismus"".
#trump #Biden #USElection2020",119.0,Greece,Trump,
289,"If you look at #trump win in 2016 in battleground states,just w the new 18-24 new voters, #BidenHarrisLandslide2020 🎉🎉 https://t.co/bTboQGeYqH",2.0,Greenland,Trump,
290,Pan Antoni #Macierewicz pomieszał tabletki i właśnie oskarżył #Trump o fałszerstwo #Elections2020 #wyborywUSA  😳😳😳 https://t.co/6AeyGVhxk6,2.0,Greenland,Trump,
291,"@CrypticMiind .
 @JoeBiden          😍           President
 @KamalaHarris  😍  Vice President
.
.

Congratulations from India
🎊🎊🎉🎉

#USElection2020 #Biden #TrumpIsLosing
#Trump #USElectionResults2020 https://t.co/ywH3U0tkRo",2.0,Greenland,Trump,
292,@donwinslow POS #trump,1.0,Greenland,Trump,
293,"Im NOT alone! #trump has destroyed our simple pleasures. Our lives. Missing an entire year of our lives bc of #trump stealing birthdays, weddings and graduations!! Ruining and destroying our everyday lives!! #EnoughisEnough",1.0,Greenland,Trump,
294,"#IsraelUnitedinChrist #IUIC #Concord #IUICStreetTeaching #BibleStudy  #Israelites #12Tribes #Repent #Jews #JacobAndEsau #BabylonTheGreat #NorthCarolina #IUICTeachings #Slavery #Racism #DonaldTrump

https://t.co/4MdiHSLyhy",1.0,Grenada,Trump,
295,#Financial #Newsletter available at https://t.co/pR1TYC34Ip  #financial #management #Debt #Management #Financial #Services #Business #Loans #STIMULUSPACKAGE  #STIMULUSCHECK #Biden #Trump #Covid #Impact #bankruptcy #Banks #IRS #Taxes #Krangle #StGeorge #Utah #Arvada #Colorado #Dow https://t.co/2lRh5RgcoP,1.0,Grenada,Trump,
296,#Tallahassee #Tpain #Florida #Israelite #12Tribes #Love #Blacks #Hispanics #Latinos #Streets #NativeAmericans #FAMU #FSU #TCC #Truth #Georgia #Breonnataylor #GeorgeFloyd #Minneapolis #Bible #biblestudy #Idolatry #Election #Voting #Republican #Democrat #Trump #Biden,1.0,Grenada,Trump,
297,#DecisionDesk have changed the numbers. #Trump NEEDS to win BIG time! https://t.co/rF8NStmHxW,1.0,Grenada,Trump,
298,The first one is from the NY TIMES the second one is from Decision Desk. Both are following the election but they are showing different numbers! I hope that #Trump wins!!! https://t.co/dLx4KcaXff,1.0,Grenada,Trump,
299,"#Trump es el vencedor, pero la izquierda corrupta no puede aceptar la victoria del presidente por eso, tan como sucede en Latinoamérica, DEBEN hacer un fraude electoral

#Trump2020 
#Elecciones2020 

@frattigiovanni https://t.co/fOBqumABGW",167.0,Guatemala,Trump,
300,"Hoy nos vamos a dar cuenta del nivel de mediocridad que tiene el mundo si gana las #Elecciones2020 #DonaldTrump, un hombre que no debería seguir ni un día más en la Presidencia de #EEUU. Si gana de nuevo, es para apagar la luz e irse a dormir.",119.0,Guatemala,Trump,
301,"Un buen día para la civilización contemporánea: que estos cuatro negros años de #Trump no se nos olviden.  
Y que los líderes y los pueblos trabajen para mitigar la desigualdad social y la precarización de las mayorías, el cambio climático y el odio.",114.0,Guatemala,Trump,
302,"Con 284 votos electorales CNN, ABC, AP y NBC dan a #JoeBiden como el presidente electo de #EEUU. 

#DonaldTrump #Elections2020 https://t.co/QZY1ItKHnJ",109.0,Guatemala,Trump,
303,Regardless of the outcome #Coherence it's a matter of clear principles and not opportunistic blabbering #TrumpvsBiden #Trump #Trump2020 https://t.co/ozQqdFE8Kj,85.0,Guatemala,Trump,
304,Je félicite #Joe_Biden mais je n'attends pas mieux de lui que #DonaldTrump . Il ne sera que la copie conforme de l'administration #Obama . https://t.co/Iu5RCcwZwW,2.0,Guinea,Trump,
305,"Grands électeurs :
- #Biden 85
- #Trump 61
#Election2020",1.0,Guinea,Trump,
306,"""La grande partie des Américains ont une opinion très défavorable de #DonaldTrump mais quand on leur demande pour qui ils vont voter, il y a quand même une grande majorité qui vont quand même voter pour lui.""

👉 l'analyse de Sylvie Laurent ds #le79Inter
https://t.co/haWOOxvUUb",1.0,Guinea,Trump,
307,"Dans le #Wisconsin, ""77% des bulletins ont été dépouillés et #Trump est en tête pour l’instant"". La prudence est de mise mais à l’heure qu’il est, les démocrates ont raté la reconquête qu’ils espéraient tant dans le Wisconsin https://t.co/RBqFn8dDfu",1.0,Guinea,Trump,
308,"Joe #Biden prend la tête en #Géorgie, devant Donald #Trump, et compte désormais 917 voix d'avance. 
#Election2020",1.0,Guinea,Trump,
309,"En el día del Matemático como parte del espíritu solidario y cooperador de los cubanos se crea el Contingente YO SÉ CONTAR para ayudar a USA q de tanto usar el celular olvidaron cómo se hace🤓😉😆,No más #Trump, #TrumpIsLosing @SGlez1990 @AzulDeCuba @latropadelche @consulcu #DZT https://t.co/jAmXcvAhH6",66.0,Guyana,Trump,
310,"No Señor Trumpeta, Ud sólo ha arrasado con el pueblo norteamericano, Ud es un peligro para ellos y para el planeta🌍,váyase por las buenas y no se haga sacar a patadas de la 🕌 Blanca xq ya sus ciudadanos le están pasando factura #Trump go out 🤡,#Elecciones terminan hoy,#DZT https://t.co/aTpXGR1ODb",25.0,Guyana,Trump,
311,@realDonaldTrump ♥️ #Trump,19.0,Guyana,Trump,
312,"Esto si es el verdadero sueño americano hasta para todos estos cara de tablas que son los únicos que tienen permitido soñar en USA..#TrumpIsLosing, #Trump el asesino del pueblo norteamericano,autor de q más de 200 mil familias q estén incompletas esta navidad,#DZT,@latropadelche https://t.co/mSf505f1ln",18.0,Guyana,Trump,
313,"#Trump surely is the most reckless &amp; irresponsible President in #American history in his sustained bungling of #COVID-19. Trump rejects public health measures-wearing masks, avoiding crowds, etc.; &amp; tomorrow, he will hold a rally in #Wisconsin which today has 20.7% #positivity.",3.0,Guyana,Trump,
314,"#Biden se kandida ki jwenn plis vòt nan yn eleksyon USA (74 940 507), li depase #Obama.

#Trump vini an dezyèm pozisyon (70 637 236), li depase rekò #Obama a an 2008 ki te 67 100 000.

(Trump gen moun dèyè l, dirije ak yn opozisyn knsa pa fasil, men Biden son Unificateur)",28.0,Haiti,Trump,
315,Peu importe le résultat final. Cette élection #USA prouve déjà que #Trump symbolise l’état réel de la société américaine! Fin de l’hypocrisie! #LeReCit https://t.co/6ySwB3DRfL,22.0,Haiti,Trump,
316,"#JoeBiden se rapprocherait dangereusement de #DonaldTrump dans l'état de la Georgia. Sur 
94% de bureaux dépouillés, Biden n'aurait plus que 17 000 voix de retard, contre 70 000 il y a une heure. 

Une grande remontée.

Classement:
Trump : 50%
Biden  : 48,8%

Cet état a 16 GE.",11.0,Haiti,Trump,
317,"#USElection2020  
—————————————-Sitiyasyon nan Nevada (6 grand électeurs)

 #Biden 49,4 % - 603 807 voix 
 #Trump 48,5 % - 592 020 voix

88 % bulletin depouye deja.

Nap siyale ke Nevada se youn nan Eta ki kapab pèmèt #Biden ranpòte eleksyon yo.",10.0,Haiti,Trump,
318,"Li enpòtan pou siyale ke se pa sèlman #JoeBiden ak Prezidan #DonaldTrump ki kandida Pou eleksyon Prezidansyel yo.

Kiyes lòt yo ye ? :
-  Hawkins (parti vert).
- Jorgensen (parti libertarien).
- Kanye West (indépendant).",9.0,Haiti,Trump,
319,"#Biden amplia ventaja sobre #Trump, pero hay mucho por disputar, siga aquí los resultados en tiempo real: https://t.co/GZ8MpvzKsb https://t.co/VUy0We1K3X",19.0,Honduras,Trump,
320,"Los encargados de campaña de #Trump están exigiendo un conteo de votos debido a la tendencia electoral... pero ADEMÁS están pidiendo que donde vaya perdiendo, SIGA el conteo de votos, pero donde vaya ganando, DETENGAN el conteo de votos 🤯

Fuente @CNNEE 

#Elections2020 https://t.co/8B6rdm8Wjg",18.0,Honduras,Trump,
321,"#Trump cerca de #Biden, queda. 103 votos en disputa. Resultados aquí https://t.co/gycUBdtj4v https://t.co/llyxQOLKAl",16.0,Honduras,Trump,
322,"EN DIRECTO🚨 I CNN informó que #JoeBiden cerró el martes 3 de noviembre ganando las elecciones 219-171 sobre #DonaldTrump, para llegar a la Casa Blanca es necesario sumar 270 votos del colegio electoral. 
https://t.co/16psdT6F5l",11.0,Honduras,Trump,
323,"Joe Biden gana las elecciones presidenciales en Estados Unidos

#JoeBiden #EEUUDecide2020 #DonaldTrump https://t.co/ICSzXpRLZd",11.0,Honduras,Trump,
324,"What would a second term #Trump presidency mean for businesses in #Asia? Our senior editor Jason Wincuinas @torridtext speaks to Nick Marro @nickm4rro, Lead Analyst for Global Trade, #China and Macau. Listen to podcast &gt; https://t.co/lzeN7ZdAXN https://t.co/gh8EsDtiQv",5.0,Hong Kong,Trump,
325,Both #Trump and #Biden believe that they will secure victory. But who is going to win the election? Read our latest analysis: https://t.co/1fYzQ48m2M https://t.co/wIfa89QfSM,4.0,Hong Kong,Trump,
326,I know Joe Biden will win and that’s not because Americans chose the “decent Joe” over the evil Trump. It is because of COVID-19 and self preservation. Full stop. #Election2020 #ElectionDay #JoeBiden #Trump,1.0,Hong Kong,Trump,
327,Trump won more votes than Barack Obama in 2008. #Election2020 #ElectionResults #DonaldTrump https://t.co/k9XUjCG09H,1.0,Hong Kong,Trump,
328,"To people who say ""Trump is still your president""..my response is he should act like one. We still need the stimulus check #ElectionResults #DonaldTrump",1.0,Hong Kong,Trump,
329,#Trump #USAElections2020 https://t.co/zHWU8FwlTY,53.0,Hungary,Trump,
330,#tramp #DonaldTrump 👌 https://t.co/HRKeqvquj7,35.0,Hungary,Trump,
331,"#Karácsony: „#Trump jó volt az #Orbán-kormánynak, #Biden elnök jó lesz #Magyarország-nak. ” #Elections2020 https://t.co/TujeAJgEnd",32.0,Hungary,Trump,
332,Napi „rosszul öregedő hírek” rovatunkból. 👇 🤣 #Orbán #Trump #Elections2020 https://t.co/Jd7pQDNuE9,30.0,Hungary,Trump,
333,"🇺🇸🇭🇺 ""We supported #DonaldTrump, whereas #JoeBiden has been supported by George #Soros"" – Orbán cabinet
 - https://t.co/cx8xM88qZZ",29.0,Hungary,Trump,
334,"This is not ""the man that needs to be the #POTUS"".

This is ""the kind of man the #POTUS needs to be"".

Incredibly heart warming to see @JoeBiden meet the son of Parkland victim Chris Hixon.

End the divisive hate that #Trump has created.

#VoteBiden #VOTE #Election2020 #Biden https://t.co/5smAPUJP2q",13.0,Iceland,Trump,
335,"Looks about right...

#Elections2020 #elections #ElectionNight #ElectionResults2020 #ElectionNight2020 #TrumpvsBiden #Trump #Biden https://t.co/IEjtbLM7cZ",13.0,Iceland,Trump,
336,Svona fílingur #Trump #TrumpOut2020 https://t.co/DXoq3TeS9f,10.0,Iceland,Trump,
337,"MustRead #townhall2020: #Trump’s TIES TO MONSTROUS #QAnonCult brutally EXPOSED by #SavannahGuthrie!!!
https://t.co/CuzeS38f7b",6.0,Iceland,Trump,
338,"#Obama #drivein RALLY: Captivating pro-#Biden speech BURIES #Trump for corruption &amp; staggering lack of leadership on #pandemic and everything else!!!
https://t.co/3w0X7gg8tj",6.0,Iceland,Trump,
